"CIP7";"Forme_long";"DCI_long";"Laboratoire";"CIP13";"CIS";"Specialite";"Presentation";"Stock";"Ventes.S.1";"Conso.usuelle";"Appro.S15";"Appro.S16";"Appro.S17";"Appro.S18";"Appro.S19";"Appro.S20";"Appro.S21";"Date";"Ventes.J.1";"Appro.S22";"Appro.S23";"Ventes.mensuelles";"DCI";"Forme";"Dosage_wrong";"Unites_wrong";"Dosage";"Unites";"Dose_mg";"Equiv_Factor";"Stock_U";"Ventes.J.1_U";"Stock_U_equiv"
2225849;"suspension pour inhalation par nébuliseur";"BUDESONIDE";"EVOLUPHARM";"3400922258492";"67803383";"BUDESONIDE EVOLUGEN 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose";"20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml";948;"67";"515";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;"5000";NA;NA;"BUDÉSONIDE";"Forme inhalable";"1mg";20;"1mg";20;1;15.625;18960;NA;296250
2225849;"suspension pour inhalation par nébuliseur";"BUDÉSONIDE";"EVOLUPHARM";"3400922258492";"67803383";"BUDESONIDE EVOLUGEN 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose";"20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml";1078;"26";"515";NA;NA;NA;NA;NA;"5000";NA;2020-04-15;NA;NA;NA;NA;"BUDÉSONIDE";"Forme inhalable";"1mg";20;"1mg";20;1;15.625;21560;NA;336875
2227676;"comprimé pelliculé";"ENTACAPONE";"MYLAN";"3400922276762";"65562898";"ENTACAPONE MYLAN 200 mg, comprimé pelliculé";"plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s)";730;"79";"808.083333333333";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ENTACAPONE";"Forme orale sèche";"200mg";60;"200mg";60;200;1;43800;NA;43800
2227682;"comprimé pelliculé";"ENTACAPONE";"MYLAN";"3400922276823";"65562898";"ENTACAPONE MYLAN 200 mg, comprimé pelliculé";"plaquette(s) PVC polyéthylène PVDC aluminium de 100 comprimé(s)";1510;"130";"505";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ENTACAPONE";"Forme orale sèche";"200mg";100;"200mg";100;200;1;151000;NA;151000
2235782;"comprimé pelliculé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"EG LABO";"3400922357829";"60716890";"ROPINIROLE EG LP 4 mg, comprimé pelliculé à libération prolongé";"plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s)";2881;"46";"305";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ROPINIROLE";"Forme orale sèche";"4mg";28;"4mg";28;4;16;80668;NA;1290688
2235859;"comprimé pelliculé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"EG LABO";"3400922358598";"60274618";"ROPINIROLE EG LP 8 mg, comprimé pelliculé à libération prolongée";"plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s)";3359;"40";"269";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ROPINIROLE";"Forme orale sèche";"8mg";28;"8mg";28;8;32;94052;NA;3009664
2241050;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410500";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"1 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";0;"0.0741028120467271";"7327.65714285714";NA;NA;"4260";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"NICOTINE";"Forme inhalable";"1 mg/dose";1;"1mg";1;1;1;0;NA;0
2241050;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410500";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"1 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";8719;"401";"3156";NA;NA;NA;NA;"0";"5670";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Forme inhalable";"1mg";1;"1mg";1;1;1;8719;NA;8719
2241050;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410500";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"1 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";364;"191";"3156";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";NA;NA;"NICOTINE";"Forme inhalable";"1mg";1;"1mg";1;1;1;364;NA;364
2241067;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410678";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"2 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";0;"1.78512929223774";"16365.7613636364";NA;NA;"9216";"0";"0";"5670";"0";2020-04-15;NA;"0";NA;NA;"NICOTINE";"Forme inhalable";"1 mg/dose";2;"1mg";2;1;1;0;NA;0
2241067;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410678";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"2 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";25208;"1758";"7638";NA;NA;NA;NA;"0";"15006";"0";2020-05-04;NA;"7450";"0";NA;"NICOTINE";"Forme inhalable";"1mg";2;"1mg";2;1;1;50416;NA;50416
2241067;"solution pour pulvérisation";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400922410678";"69546553";"NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale";"2 flacon(s) polytéréphtalate (PET) de 13,2 ml avec pompe avec distributeur(s) avec fermeture de sécurité enfant";27815;"1395";"7638";NA;NA;NA;"0";"0";"5670";"0";2020-04-23;NA;"0";NA;NA;"NICOTINE";"Forme inhalable";"1mg";2;"1mg";2;1;1;55630;NA;55630
2241268;"comprimé";"DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATE";"KRKA FRANCE";"3400922412689";"61996139";"OPRYMEA 0,18 mg, comprimé";"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";197;"49";"214.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"0,18mg";30;"0,18mg";30;0.18;1;5910;NA;5910
2241305;"comprimé";"DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATE";"KRKA FRANCE";"3400922413051";"64027031";"OPRYMEA 0,7 mg, comprimé";"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";7680;"4";"9.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"0,7mg";30;"0,7mg";30;0.7;3.88888888888889;230400;NA;896000
2663207;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632076";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";1418;"51";"317.5";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";30;"50mg";30;50;1;42540;NA;42540
2663207;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632076";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";1380;"38";"317.5";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";30;"50mg";30;50;1;41400;NA;41400
2663207;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA DD";"3400926632076";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";1434;"51";"317.5";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"45,8mg";30;"50mg";30;50;1;43020;NA;43020
2663236;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632366";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";66;"19";"80.5";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;5940;NA;5940
2663236;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632366";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";54;"7";"80.5";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;4860;NA;4860
2663236;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"KRKA DD";"3400926632366";"62270675";"LOSARTAN KRKA 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";81;"52";"80.5";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"45,8mg";90;"50mg";90;50;1;7290;NA;7290
2663271;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632717";"69337265";"LOSARTAN KRKA 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";0;"0";"47";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;0;NA;0
2663271;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"KRKA FRANCE";"3400926632717";"69337265";"LOSARTAN KRKA 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";0;"0";"47";NA;NA;NA;NA;"720";NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;0;NA;0
2663271;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"KRKA DD";"3400926632717";"69337265";"LOSARTAN KRKA 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";0;"0";"47";NA;NA;NA;NA;"1400";NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"91,6mg";90;"100mg";90;100;2;0;NA;0
2665040;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650407";"65586116";"TOLURA 40 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";304;"5";"62.75";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"40mg";30;"40mg";30;40;2;9120;NA;18240
2665040;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650407";"65586116";"TOLURA 40 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";258;"45";"62.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"40mg";30;"40mg";30;40;2;7740;NA;15480
2665057;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650575";"65586116";"TOLURA 40 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"40mg";90;"40mg";90;40;2;0;NA;0
2665057;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650575";"65586116";"TOLURA 40 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"40mg";90;"40mg";90;40;2;0;NA;0
2665063;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650636";"68529113";"TOLURA 80 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";0;"0";"74.75";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"80mg";30;"80mg";30;80;4;0;NA;0
2665063;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650636";"68529113";"TOLURA 80 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";0;"0";"74.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"80mg";30;"80mg";30;80;4;0;NA;0
2665086;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650865";"68529113";"TOLURA 80 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"27.75";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"80mg";90;"80mg";90;80;4;0;NA;0
2665086;"comprimé";"TELMISARTAN";"KRKA FRANCE";"3400926650865";"68529113";"TOLURA 80 mg, comprimé";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"27.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"TELMISARTAN";"Forme orale sèche";"80mg";90;"80mg";90;80;4;0;NA;0
2670420;"comprimé pelliculé";"CARBIDOPA MONOHYDRATEE;ENTACAPONE;LEVODOPA";"NOVARTIS PHARMA SAS";"3400926704209";"61186758";"STALEVO 175 mg/43,75 mg/200 mg, comprimé pelliculé";"flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s)";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"CARBIDOPA;ENTACAPONE;LEVODOPA";"Forme orale sèche";"175mg;43,75mg;200mg";100;"175mg;43,75mg;200mg";100;175;3.5;0;NA;0
2670495;"solution buvable";"ÉTHANOLATE DE DARUNAVIR";"JANSSEN CILAG";"3400926704957";"64478874";"PREZISTA 100 mg/ml, suspension buvable";"1 flacon(s) en verre brun de 200 ml avec pipette(s) doseuse(s)";271;"5";"133";NA;NA;NA;NA;"280";NA;NA;2020-04-15;NA;NA;NA;NA;"DARUNAVIR";"Forme buvable";"100mg";1;"100mg";1;100;1;271;NA;271
2670495;"solution buvable";"ETHANOLATE DE DARUNAVIR";"JANSSEN CILAG";"3400926704957";"64478874";"PREZISTA 100 mg/ml, suspension buvable";"1 flacon(s) en verre brun de 200 ml avec pipette(s) doseuse(s)";203;"17";"111";NA;NA;NA;NA;NA;"279";NA;2020-05-04;NA;NA;NA;NA;"DARUNAVIR";"Forme buvable";"100mg";1;"100mg";1;100;1;203;NA;203
2674263;"comprimé pelliculé";"GABAPENTINE";"ARROW GENERIQUES";"3400926742638";"61081636";"GABAPENTINE ARROW GENERIQUES 600 mg, comprimé pelliculé sécable";"plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"GABAPENTINE";"Forme orale sèche";"600mg";90;"600mg";90;600;6;0;NA;0
2674369;"comprimé pelliculé";"GABAPENTINE";"ARROW GENERIQUES";"3400926743697";"66153032";"GABAPENTINE ARROW GENERIQUES 800 mg, comprimé pelliculé sécable";"plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"GABAPENTINE";"Forme orale sèche";"800mg";90;"800mg";90;800;8;0;NA;0
2676782;"comprimé";"MIFEPRISTONE";"AMRING";"3400926767822";"68295219";"MIFFEE 200 mg, comprimé";"plaquette(s) PVC PVDC aluminium de 1 comprimé(s)";0;"0";"0";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"MIFÉPRISTONE";"Forme orale sèche";"200mg";1;"200mg";1;200;1;0;NA;0
2676782;"comprimé";"MIFÉPRISTONE";"AMRING";"3400926767822";"68295219";"MIFFEE 200 mg, comprimé";"plaquette(s) PVC PVDC aluminium de 1 comprimé(s)";0;"0";"0";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"MIFÉPRISTONE";"Forme orale sèche";"200mg";1;"200mg";1;200;1;0;NA;0
2678870;"comprimé pelliculé";"ETHANOLATE DE DARUNAVIR";"JANSSEN CILAG";"3400926788704";"63372843";"PREZISTA 800 mg, comprimé pelliculé";"flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 comprimé(s)";8700;"156";"4122";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;"6291";NA;NA;"DARUNAVIR";"Forme orale sèche";"800mg";30;"800mg";30;800;10.6666666666667;261000;NA;2784000
2688503;"comprimé effervescent(e)";"PARACÉTAMOL";"TEVA SANTE";"3400926885038";"64290776";"PARACETAMOL TEVA SANTE 500 mg, comprimé effervescent";"tube(s) polypropylène de 16 comprimé(s)";29817;"342";"1510.66666666667";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"PARACÉTAMOL";"Forme buvable";"500mg";16;"500mg";16;500;NA;477072;NA;NA
2688532;"comprimé effervescent(e) sécable";"PARACÉTAMOL";"TEVA SANTE";"3400926885328";"69085184";"PARACETAMOL TEVA SANTE 1000 mg, comprimé effervescent sécable";"tube(s) polypropylène de 8 comprimé(s)";75308;"5958";"13452.1666666667";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"PARACÉTAMOL";"Forme buvable";"1000mg";8;"1000mg";8;1000;NA;602464;NA;NA
2688615;"comprimé effervescent(e)";"PARACÉTAMOL";"SANDOZ";"3400926886158";"65765012";"PARACETAMOL SANDOZ 500 mg, comprimé effervescent";"tube(s) polypropylène de 16 comprimé(s)";94032;"250";"2885.75";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"PARACÉTAMOL";"Forme buvable";"500mg";16;"500mg";16;500;NA;1504512;NA;NA
2688644;"comprimé effervescent(e) sécable";"PARACÉTAMOL";"SANDOZ";"3400926886448";"66125677";"PARACETAMOL SANDOZ 1 g, comprimé effervescent sécable";"tube(s) polypropylène de 8 comprimé(s)";17407;"2262";"28576.5";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"341000";NA;NA;"PARACÉTAMOL";"Forme buvable";"1000mg";8;"1000mg";8;1000;NA;139256;NA;NA
2689307;"gomme à mâcher médicamenteux(se)";"RESINATE DE NICOTINE";"EG LABO";"3400926893071";"67230236";"NICOTINE EG FRUIT 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 108 gomme(s)";14457;"284";"1500";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;1561356;NA;1561356
2689307;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926893071";"67230236";"NICOTINE EG FRUIT 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 108 gomme(s)";14876;"329";"1500";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;1606608;NA;1606608
2689307;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926893071";"67230236";"NICOTINE EG FRUIT 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 108 gomme(s)";14876;"329";"1500";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;1606608;NA;1606608
2689649;"gomme à mâcher médicamenteux(se)";"RESINATE DE NICOTINE";"EG LABO";"3400926896492";"66813969";"NICOTINE EG FRUIT 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";2958;"158";"2000";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;319464;NA;638928
2689649;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926896492";"66813969";"NICOTINE EG FRUIT 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";3201;"81";"2000";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;345708;NA;691416
2689649;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926896492";"66813969";"NICOTINE EG FRUIT 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";3201;"81";"2000";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;345708;NA;691416
2689974;"gomme à mâcher médicamenteux(se)";"RESINATE DE NICOTINE";"EG LABO";"3400926899745";"61090507";"NICOTINE EG MENTHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharinese";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";25;"553";"7000";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;2700;NA;2700
2689974;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926899745";"61090507";"NICOTINE EG MENTHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharinese";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";1009;"563";"7000";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;108972;NA;108972
2689974;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926899745";"61090507";"NICOTINE EG MENTHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharinese";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";1009;"563";"7000";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"NICOTINE";"Gomme";"2mg";108;"2mg";108;2;1;108972;NA;108972
2690316;"gomme à mâcher médicamenteux(se)";"RESINATE DE NICOTINE";"EG LABO";"3400926903169";"60723461";"NICOTINE EG MENTHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";11293;"186";"7000";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;1219644;NA;2439288
2690316;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926903169";"60723461";"NICOTINE EG MENTHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";11539;"149";"7000";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;1246212;NA;2492424
2690316;"gomme à mâcher médicamenteux(se)";"RÉSINATE DE NICOTINE";"EG LABO";"3400926903169";"60723461";"NICOTINE EG MENTHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine";"plaquette(s) PVC PVDC aluminium de 108 gomme(s)";11539;"149";"7000";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"NICOTINE";"Gomme";"4mg";108;"4mg";108;4;2;1246212;NA;2492424
2692114;"solution buvable";"HALOPÉRIDOL";"JANSSEN CILAG";"3400926921149";"62237643";"HALDOL 2 mg/ml, solution buvable";"1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 30 ml avec fermeture de sécurité enfant";60713;"5424";"32000";NA;NA;NA;NA;NA;"72000";NA;2020-04-23;NA;NA;NA;NA;"HALOPÉRIDOL";"Forme buvable";"60mg";1;"60mg";1;60;1;60713;NA;60713
2692114;"solution buvable";"HALOPÉRIDOL";"JANSSEN CILAG";"3400926921149";"62237643";"HALDOL 2 mg/ml, solution buvable";"1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 30 ml avec fermeture de sécurité enfant";71000;"11885";"32000";NA;NA;NA;NA;NA;"72000";NA;2020-04-15;NA;NA;NA;NA;"HALOPÉRIDOL";"Forme buvable";"2mg";1;"60mg";1;60;1;71000;NA;71000
2693958;"solution injectable";"MÉTILSULFATE DE NÉOSTIGMINE";"LABORATOIRE RENAUDIN";"3400926939588";"62036900";"NEOSTIGMINE RENAUDIN 5 mg/5 ml, solution injectable";"10 ampoule(s) en verre de 5 ml";11305;"95";"1400";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NÉOSTIGMINE";"Forme injectable";"5mg";10;"5mg";10;5;10;113050;NA;1130500
2694159;"poudre pour suspension buvable";"AMOXICILLINE TRIHYDRATÉE;CLAVULANATE DE POTASSIUM";"ZYDUS FRANCE";"3400926941598";"61198803";"AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)";"8 sachet(s)-dose(s) papier polyéthylène aluminium polyéthylène basse densité (PEBD) de 2 g";20351;"2084";NA;NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"AMOXICILLINE;ACIDE CLAVULANIQUE";"Forme buvable";"1000mg;125mg";8;"1000mg;125mg";8;1000;10;162808;NA;1628080
